timestamp,rmssd,coverage,low_frequency,high_frequency
2026-03-31T00:00:00,10.207,0.99,56.854,22.117
2026-03-31T00:05:00,10.075,0.979,59.077,22.404
2026-03-31T00:10:00,10.486,0.988,210.606,19.131
2026-03-31T00:15:00,9.498,0.974,257.796,12.742
2026-03-31T00:20:00,32.645,0.858,558.152,177.808
2026-03-31T00:25:00,13.613,0.86,456.626,21.198
2026-03-31T00:30:00,10.338,1.001,193.762,22.764
2026-03-31T00:35:00,10.724,1.002,65.082,31.01
2026-03-31T00:40:00,10.293,0.955,52.871,17.339
2026-03-31T00:45:00,11.723,0.956,628.126,26.013
2026-03-31T00:50:00,10.448,0.986,278.285,17.968
2026-03-31T01:25:00,10.876,0.774,222.192,13.522
2026-03-31T01:30:00,9.187,0.922,144.239,11.766
2026-03-31T01:35:00,8.418,0.986,279.311,9.532
2026-03-31T01:40:00,9.737,1.006,235.047,16.158
2026-03-31T01:45:00,9.354,0.985,69.737,16.738
2026-03-31T01:50:00,10.383,0.997,82.948,22.878
2026-03-31T01:55:00,10.347,1.003,141.382,32.25
2026-03-31T02:00:00,12.114,0.945,205.112,22.682
2026-03-31T02:05:00,10.927,0.998,159.692,17.206
2026-03-31T02:10:00,11.301,0.976,90.942,25.125
2026-03-31T02:15:00,10.877,0.885,111.386,17.462
2026-03-31T02:20:00,10.613,0.991,86.893,27.113
2026-03-31T02:25:00,10.555,1.004,59.754,23.768
2026-03-31T02:30:00,11.574,0.971,355.033,23.481
2026-03-31T02:35:00,11.722,0.969,329.731,19.146
2026-03-31T02:40:00,11.244,1.003,281.201,17.802
2026-03-31T02:45:00,12.405,0.993,227.972,31.6
2026-03-31T02:50:00,9.849,0.999,147.05,22.245
2026-03-31T02:55:00,13.164,0.977,297.783,42.228
2026-03-31T03:00:00,16.769,0.916,475.12,51.231
2026-03-31T03:05:00,17.269,0.992,77.541,58.64
2026-03-31T03:10:00,15.407,1.004,67.264,54.402
2026-03-31T03:15:00,17.279,0.969,185.73,66.354
2026-03-31T03:20:00,13.42,0.956,103.128,30.035
2026-03-31T03:25:00,10.252,1.002,105.586,22.761
2026-03-31T03:30:00,11.565,0.996,62.353,26.958
2026-03-31T03:35:00,12.598,0.998,37.531,39.544
2026-03-31T03:40:00,10.673,1.003,52.743,26.365
2026-03-31T03:45:00,12.268,1.001,44.696,34.718
2026-03-31T03:50:00,10.495,0.994,61.004,21.061
2026-03-31T03:55:00,12.549,1.004,59.973,35.548
2026-03-31T04:00:00,13.048,0.999,59.74,32.858
2026-03-31T04:05:00,13.551,0.945,470.298,31.916
2026-03-31T04:10:00,20.615,0.868,1154.402,241.388
2026-03-31T04:15:00,22.046,0.962,247.102,86.651
2026-03-31T04:20:00,20.111,0.989,285.726,67.694
2026-03-31T04:25:00,19.221,0.993,207.121,66.306
2026-03-31T04:30:00,21.151,0.859,1438.989,44.404
2026-03-31T04:40:00,11.282,0.984,94.576,36.344
2026-03-31T04:45:00,9.661,1.003,70.068,28.282
2026-03-31T04:50:00,11.497,0.943,453.147,21.52
2026-03-31T04:55:00,10.6,0.961,411.243,19.556
2026-03-31T05:00:00,11.462,0.992,123.206,24.235
2026-03-31T05:05:00,10.238,0.967,77.826,18.01
2026-03-31T05:10:00,11.063,1.003,106.838,21.941
2026-03-31T05:15:00,10.444,1.005,94.312,19.77
2026-03-31T05:20:00,12.014,0.992,67.374,17.605
2026-03-31T05:25:00,11.607,1.006,179.609,21.147
2026-03-31T05:30:00,12.065,0.926,476.93,26.236
2026-03-31T05:35:00,10.725,0.962,212.72,17.31
2026-03-31T05:40:00,8.659,0.99,183.005,9.615
2026-03-31T05:45:00,7.877,1.001,96.269,10.023
2026-03-31T05:50:00,10.302,0.988,210.595,13.145
2026-03-31T05:55:00,8.453,1.002,119.323,11.98
2026-03-31T06:00:00,9.058,0.959,307.702,8.266
2026-03-31T06:05:00,11.713,0.964,218.205,12.597
2026-03-31T06:10:00,10.052,1.005,93.101,12.697
2026-03-31T06:15:00,16.177,0.881,1402.052,67.516
2026-03-31T06:20:00,16.2,0.997,149.701,63.352
2026-03-31T06:25:00,16.531,0.853,258.976,54.529