timestamp,steps,data source
2026-03-27T15:43:00Z,22,Charge 6
2026-03-27T15:45:00Z,10,Charge 6
2026-03-27T15:49:00Z,6,Charge 6
2026-03-27T15:50:00Z,5,Charge 6
2026-03-27T15:57:00Z,14,Charge 6
2026-03-27T16:10:00Z,11,Charge 6
2026-03-27T18:05:00Z,11,Charge 6
2026-03-27T18:07:00Z,8,Charge 6
2026-03-27T18:08:00Z,8,Charge 6
2026-03-27T18:28:00Z,8,Charge 6
2026-03-27T18:29:00Z,14,Charge 6
2026-03-27T18:31:00Z,15,Charge 6
2026-03-27T18:37:00Z,15,Charge 6
2026-03-27T18:38:00Z,24,Charge 6
2026-03-27T18:39:00Z,42,Charge 6
2026-03-27T18:40:00Z,54,Charge 6
2026-03-27T18:41:00Z,10,Charge 6
2026-03-27T18:44:00Z,25,Charge 6
2026-03-27T19:59:00Z,16,Charge 6
2026-03-27T20:34:00Z,15,Charge 6
2026-03-27T20:36:00Z,22,Charge 6
2026-03-27T20:37:00Z,31,Charge 6
2026-03-27T20:44:00Z,10,Charge 6
2026-03-27T21:18:00Z,23,Charge 6
2026-03-27T21:28:00Z,7,Charge 6
2026-03-27T22:23:00Z,20,Charge 6
2026-03-27T22:25:00Z,20,Charge 6
2026-03-27T22:26:00Z,8,Charge 6
2026-03-27T22:27:00Z,12,Charge 6
2026-03-27T22:54:00Z,26,Charge 6
2026-03-28T06:33:00Z,46,Charge 6
2026-03-28T06:39:00Z,7,Charge 6
2026-03-28T06:46:00Z,21,Charge 6
2026-03-28T07:10:00Z,4,Charge 6
2026-03-28T07:12:00Z,20,Charge 6
2026-03-28T07:13:00Z,7,Charge 6
2026-03-28T07:18:00Z,85,Charge 6
2026-03-28T07:19:00Z,100,Charge 6
2026-03-28T07:20:00Z,92,Charge 6
2026-03-28T07:21:00Z,90,Charge 6
2026-03-28T07:22:00Z,91,Charge 6
2026-03-28T07:23:00Z,88,Charge 6
2026-03-28T07:24:00Z,104,Charge 6
2026-03-28T07:25:00Z,81,Charge 6
2026-03-28T07:26:00Z,75,Charge 6
2026-03-28T07:27:00Z,75,Charge 6
2026-03-28T07:28:00Z,78,Charge 6
2026-03-28T07:29:00Z,78,Charge 6
2026-03-28T07:30:00Z,74,Charge 6
2026-03-28T07:31:00Z,82,Charge 6
2026-03-28T07:32:00Z,79,Charge 6
2026-03-28T07:33:00Z,75,Charge 6
2026-03-28T07:34:00Z,108,Charge 6
2026-03-28T07:35:00Z,78,Charge 6
2026-03-28T07:36:00Z,74,Charge 6
2026-03-28T07:37:00Z,80,Charge 6
2026-03-28T07:38:00Z,77,Charge 6
2026-03-28T07:39:00Z,75,Charge 6
2026-03-28T07:40:00Z,77,Charge 6
2026-03-28T07:41:00Z,72,Charge 6
2026-03-28T07:42:00Z,84,Charge 6
2026-03-28T07:43:00Z,91,Charge 6
2026-03-28T07:44:00Z,88,Charge 6
2026-03-28T07:45:00Z,85,Charge 6
2026-03-28T07:46:00Z,94,Charge 6
2026-03-28T07:47:00Z,75,Charge 6
2026-03-28T07:52:00Z,6,Charge 6
2026-03-28T07:54:00Z,8,Charge 6
2026-03-28T07:55:00Z,24,Charge 6
2026-03-28T07:56:00Z,1,Charge 6
2026-03-28T07:57:00Z,17,Charge 6
2026-03-28T07:58:00Z,7,Charge 6
2026-03-28T08:00:00Z,8,Charge 6
2026-03-28T08:01:00Z,18,Charge 6
2026-03-28T08:02:00Z,16,Charge 6
2026-03-28T08:03:00Z,1,Charge 6
2026-03-28T08:04:00Z,9,Charge 6
2026-03-28T08:05:00Z,8,Charge 6
2026-03-28T08:06:00Z,6,Charge 6
2026-03-28T08:08:00Z,39,Charge 6
2026-03-28T08:09:00Z,11,Charge 6
2026-03-28T08:10:00Z,18,Charge 6
2026-03-28T08:11:00Z,34,Charge 6
2026-03-28T08:12:00Z,28,Charge 6
2026-03-28T08:18:00Z,36,Charge 6
2026-03-28T08:19:00Z,6,Charge 6
2026-03-28T08:32:00Z,8,Charge 6
2026-03-28T08:38:00Z,15,Charge 6
2026-03-28T08:39:00Z,5,Charge 6
2026-03-28T08:45:00Z,22,Charge 6
2026-03-28T08:46:00Z,29,Charge 6
2026-03-28T08:47:00Z,58,Charge 6
2026-03-28T08:48:00Z,20,Charge 6
2026-03-28T08:50:00Z,29,Charge 6
2026-03-28T08:51:00Z,13,Charge 6
2026-03-28T08:53:00Z,8,Charge 6
2026-03-28T09:24:00Z,6,Charge 6
2026-03-28T09:26:00Z,16,Charge 6
2026-03-28T09:27:00Z,5,Charge 6
2026-03-28T09:28:00Z,24,Charge 6
2026-03-28T09:29:00Z,36,Charge 6
2026-03-28T09:30:00Z,51,Charge 6
2026-03-28T09:31:00Z,29,Charge 6
2026-03-28T09:32:00Z,47,Charge 6
2026-03-28T09:33:00Z,13,Charge 6
2026-03-28T09:34:00Z,21,Charge 6
2026-03-28T09:35:00Z,34,Charge 6
2026-03-28T09:36:00Z,27,Charge 6
2026-03-28T09:37:00Z,51,Charge 6
2026-03-28T09:38:00Z,41,Charge 6
2026-03-28T09:39:00Z,12,Charge 6
2026-03-28T09:53:00Z,35,Charge 6
2026-03-28T09:54:00Z,22,Charge 6
2026-03-28T09:55:00Z,7,Charge 6
2026-03-28T09:56:00Z,35,Charge 6
2026-03-28T09:57:00Z,24,Charge 6
2026-03-28T09:58:00Z,63,Charge 6
2026-03-28T09:59:00Z,60,Charge 6
2026-03-28T10:00:00Z,76,Charge 6
2026-03-28T10:01:00Z,71,Charge 6
2026-03-28T10:02:00Z,64,Charge 6
2026-03-28T10:03:00Z,109,Charge 6
2026-03-28T10:04:00Z,84,Charge 6
2026-03-28T10:05:00Z,48,Charge 6
2026-03-28T10:06:00Z,71,Charge 6
2026-03-28T10:07:00Z,63,Charge 6
2026-03-28T10:08:00Z,32,Charge 6
2026-03-28T10:09:00Z,2,Charge 6
2026-03-28T10:10:00Z,19,Charge 6
2026-03-28T10:11:00Z,27,Charge 6
2026-03-28T10:12:00Z,9,Charge 6
2026-03-28T10:13:00Z,32,Charge 6
2026-03-28T10:14:00Z,22,Charge 6
2026-03-28T10:15:00Z,9,Charge 6
2026-03-28T10:16:00Z,9,Charge 6
2026-03-28T10:24:00Z,30,Charge 6
2026-03-28T10:25:00Z,45,Charge 6
2026-03-28T10:28:00Z,26,Charge 6
2026-03-28T10:33:00Z,10,Charge 6
2026-03-28T10:34:00Z,18,Charge 6
2026-03-28T10:35:00Z,29,Charge 6
2026-03-28T10:36:00Z,51,Charge 6
2026-03-28T10:37:00Z,51,Charge 6
2026-03-28T11:09:00Z,4,Charge 6
2026-03-28T11:10:00Z,81,Charge 6
2026-03-28T11:11:00Z,73,Charge 6
2026-03-28T11:12:00Z,64,Charge 6
2026-03-28T11:13:00Z,39,Charge 6
2026-03-28T11:14:00Z,21,Charge 6
2026-03-28T11:15:00Z,10,Charge 6
2026-03-28T11:16:00Z,25,Charge 6
2026-03-28T11:17:00Z,7,Charge 6
2026-03-28T11:19:00Z,36,Charge 6
2026-03-28T11:20:00Z,56,Charge 6
2026-03-28T11:21:00Z,73,Charge 6
2026-03-28T11:22:00Z,8,Charge 6
2026-03-28T11:25:00Z,31,Charge 6
2026-03-28T11:26:00Z,11,Charge 6
2026-03-28T11:28:00Z,48,Charge 6
2026-03-28T11:35:00Z,12,Charge 6
2026-03-28T11:36:00Z,46,Charge 6
2026-03-28T11:38:00Z,23,Charge 6
2026-03-28T11:41:00Z,50,Charge 6
2026-03-28T11:42:00Z,69,Charge 6
2026-03-28T11:43:00Z,11,Charge 6
2026-03-28T11:47:00Z,27,Charge 6
2026-03-28T11:58:00Z,15,Charge 6
2026-03-28T11:59:00Z,15,Charge 6
2026-03-28T12:00:00Z,7,Charge 6
2026-03-28T12:01:00Z,21,Charge 6
2026-03-28T12:02:00Z,33,Charge 6
2026-03-28T12:03:00Z,40,Charge 6
2026-03-28T12:04:00Z,6,Charge 6
2026-03-28T12:07:00Z,38,Charge 6
2026-03-28T12:09:00Z,33,Charge 6
2026-03-28T12:10:00Z,4,Charge 6
2026-03-28T12:11:00Z,17,Charge 6
2026-03-28T12:13:00Z,29,Charge 6
2026-03-28T12:14:00Z,8,Charge 6
2026-03-28T12:15:00Z,103,Charge 6
2026-03-28T12:16:00Z,48,Charge 6
2026-03-28T12:17:00Z,11,Charge 6
2026-03-28T12:39:00Z,12,Charge 6
2026-03-28T13:34:00Z,53,Charge 6
2026-03-28T13:35:00Z,16,Charge 6
2026-03-28T13:37:00Z,56,Charge 6
2026-03-28T13:38:00Z,34,Charge 6
2026-03-28T13:39:00Z,8,Charge 6
2026-03-28T13:48:00Z,6,Charge 6
2026-03-28T13:49:00Z,26,Charge 6
2026-03-28T13:50:00Z,7,Charge 6
2026-03-28T13:51:00Z,26,Charge 6
2026-03-28T13:52:00Z,3,Charge 6
2026-03-28T13:54:00Z,9,Charge 6
2026-03-28T13:55:00Z,34,Charge 6
2026-03-28T13:56:00Z,16,Charge 6
2026-03-28T14:00:00Z,26,Charge 6
2026-03-28T14:01:00Z,19,Charge 6
2026-03-28T14:02:00Z,34,Charge 6
2026-03-28T14:04:00Z,6,Charge 6
2026-03-28T14:08:00Z,9,Charge 6
2026-03-28T14:09:00Z,8,Charge 6
2026-03-28T14:15:00Z,15,Charge 6
2026-03-28T14:16:00Z,7,Charge 6
2026-03-28T14:18:00Z,15,Charge 6
2026-03-28T14:23:00Z,11,Charge 6
2026-03-28T14:24:00Z,7,Charge 6
2026-03-28T14:43:00Z,31,Charge 6
2026-03-28T14:44:00Z,42,Charge 6
2026-03-28T15:24:00Z,15,Charge 6
2026-03-28T15:32:00Z,16,Charge 6
2026-03-28T15:49:00Z,30,Charge 6
2026-03-28T15:51:00Z,57,Charge 6
2026-03-28T15:52:00Z,71,Charge 6
2026-03-28T15:53:00Z,90,Charge 6
2026-03-28T15:54:00Z,80,Charge 6
2026-03-28T15:55:00Z,29,Charge 6
2026-03-28T15:56:00Z,17,Charge 6
2026-03-28T15:58:00Z,12,Charge 6
2026-03-28T16:52:00Z,9,Charge 6
2026-03-28T16:53:00Z,42,Charge 6
2026-03-28T16:54:00Z,19,Charge 6
2026-03-28T17:00:00Z,11,Charge 6
2026-03-28T17:01:00Z,14,Charge 6
2026-03-28T17:02:00Z,36,Charge 6
2026-03-28T17:03:00Z,26,Charge 6
2026-03-28T17:04:00Z,33,Charge 6
2026-03-28T17:05:00Z,8,Charge 6
2026-03-28T17:06:00Z,11,Charge 6
2026-03-28T17:07:00Z,14,Charge 6
2026-03-28T17:11:00Z,13,Charge 6
2026-03-28T17:12:00Z,6,Charge 6
2026-03-28T17:17:00Z,12,Charge 6
2026-03-28T17:18:00Z,38,Charge 6
2026-03-28T17:19:00Z,42,Charge 6
2026-03-28T17:20:00Z,15,Charge 6
2026-03-28T17:42:00Z,10,Charge 6
2026-03-28T17:44:00Z,23,Charge 6
2026-03-28T17:45:00Z,31,Charge 6
2026-03-28T17:47:00Z,14,Charge 6
2026-03-28T17:48:00Z,27,Charge 6
2026-03-28T18:02:00Z,11,Charge 6
2026-03-28T18:03:00Z,27,Charge 6
2026-03-28T18:04:00Z,30,Charge 6
2026-03-28T18:07:00Z,59,Charge 6
2026-03-28T18:32:00Z,21,Charge 6
2026-03-28T18:33:00Z,23,Charge 6
2026-03-28T18:45:00Z,53,Charge 6
2026-03-28T19:01:00Z,9,Charge 6
2026-03-28T19:02:00Z,25,Charge 6
2026-03-28T19:04:00Z,31,Charge 6
2026-03-28T19:05:00Z,3,Charge 6
2026-03-28T19:08:00Z,7,Charge 6
2026-03-28T19:13:00Z,8,Charge 6
2026-03-28T19:34:00Z,4,Charge 6
2026-03-28T19:47:00Z,10,Charge 6
2026-03-28T19:48:00Z,41,Charge 6
2026-03-28T20:06:00Z,31,Charge 6
2026-03-28T20:23:00Z,6,Charge 6
2026-03-28T20:37:00Z,21,Charge 6
2026-03-28T20:41:00Z,15,Charge 6
2026-03-28T21:02:00Z,4,Charge 6
2026-03-28T21:23:00Z,9,Charge 6
2026-03-28T21:38:00Z,4,Charge 6
2026-03-28T22:08:00Z,9,Charge 6
2026-03-28T22:14:00Z,9,Charge 6
2026-03-28T22:15:00Z,7,Charge 6
2026-03-28T22:22:00Z,12,Charge 6
2026-03-28T22:23:00Z,5,Charge 6
2026-03-28T22:27:00Z,18,Charge 6
2026-03-28T22:29:00Z,6,Charge 6
2026-03-28T22:31:00Z,8,Charge 6
2026-03-28T22:33:00Z,7,Charge 6
2026-03-28T22:37:00Z,22,Charge 6
2026-03-28T22:38:00Z,8,Charge 6
2026-03-28T22:40:00Z,14,Charge 6
2026-03-28T22:53:00Z,12,Charge 6
2026-03-28T22:54:00Z,9,Charge 6
2026-03-28T22:57:00Z,17,Charge 6
2026-03-28T22:58:00Z,11,Charge 6
2026-03-28T22:59:00Z,20,Charge 6
2026-03-28T23:16:00Z,8,Charge 6
2026-03-28T23:17:00Z,7,Charge 6
2026-03-28T23:19:00Z,35,Charge 6
2026-03-28T23:21:00Z,6,Charge 6
2026-03-29T03:17:00Z,7,Charge 6
2026-03-29T04:25:00Z,8,Charge 6
2026-03-29T06:00:00Z,9,Charge 6
2026-03-29T06:01:00Z,40,Charge 6
2026-03-29T06:08:00Z,8,Charge 6
2026-03-29T06:12:00Z,23,Charge 6
2026-03-29T06:17:00Z,16,Charge 6
2026-03-29T06:18:00Z,17,Charge 6
2026-03-29T06:19:00Z,8,Charge 6
2026-03-29T06:22:00Z,25,Charge 6
2026-03-29T06:23:00Z,5,Charge 6
2026-03-29T06:39:00Z,15,Charge 6
2026-03-29T06:41:00Z,7,Charge 6
2026-03-29T06:42:00Z,8,Charge 6
2026-03-29T06:43:00Z,9,Charge 6
2026-03-29T06:50:00Z,9,Charge 6
2026-03-29T06:51:00Z,26,Charge 6
2026-03-29T06:52:00Z,20,Charge 6
2026-03-29T06:53:00Z,21,Charge 6
2026-03-29T06:55:00Z,33,Charge 6
2026-03-29T06:56:00Z,28,Charge 6
2026-03-29T06:57:00Z,6,Charge 6
2026-03-29T06:58:00Z,28,Charge 6
2026-03-29T07:00:00Z,38,Charge 6
2026-03-29T07:01:00Z,10,Charge 6
2026-03-29T07:02:00Z,36,Charge 6
2026-03-29T07:03:00Z,10,Charge 6
2026-03-29T07:04:00Z,20,Charge 6
2026-03-29T07:05:00Z,20,Charge 6
2026-03-29T07:06:00Z,20,Charge 6
2026-03-29T07:08:00Z,7,Charge 6
2026-03-29T07:10:00Z,9,Charge 6
2026-03-29T07:11:00Z,22,Charge 6
2026-03-29T07:12:00Z,5,Charge 6
2026-03-29T07:14:00Z,9,Charge 6
2026-03-29T07:26:00Z,13,Charge 6
2026-03-29T07:43:00Z,16,Charge 6
2026-03-29T08:04:00Z,17,Charge 6
2026-03-29T08:07:00Z,12,Charge 6
2026-03-29T08:12:00Z,9,Charge 6
2026-03-29T08:15:00Z,22,Charge 6
2026-03-29T08:16:00Z,9,Charge 6
2026-03-29T08:18:00Z,4,Charge 6
2026-03-29T08:19:00Z,36,Charge 6
2026-03-29T08:20:00Z,1,Charge 6
2026-03-29T08:23:00Z,26,Charge 6
2026-03-29T08:24:00Z,35,Charge 6
2026-03-29T08:25:00Z,5,Charge 6
2026-03-29T09:08:00Z,10,Charge 6
2026-03-29T09:13:00Z,6,Charge 6
2026-03-29T09:33:00Z,7,Charge 6
2026-03-29T09:35:00Z,17,Charge 6
2026-03-29T09:39:00Z,39,Charge 6
2026-03-29T10:12:00Z,7,Charge 6
2026-03-29T10:13:00Z,7,Charge 6
2026-03-29T10:15:00Z,16,Charge 6
2026-03-29T10:16:00Z,10,Charge 6
2026-03-29T10:19:00Z,9,Charge 6
2026-03-29T10:20:00Z,15,Charge 6
2026-03-29T10:21:00Z,9,Charge 6
2026-03-29T10:22:00Z,32,Charge 6
2026-03-29T10:23:00Z,36,Charge 6
2026-03-29T10:24:00Z,6,Charge 6
2026-03-29T10:25:00Z,5,Charge 6
2026-03-29T10:37:00Z,10,Charge 6
2026-03-29T10:38:00Z,8,Charge 6
2026-03-29T10:39:00Z,41,Charge 6
2026-03-29T10:42:00Z,20,Charge 6
2026-03-29T10:45:00Z,12,Charge 6
2026-03-29T10:46:00Z,11,Charge 6
2026-03-29T10:48:00Z,22,Charge 6
2026-03-29T10:49:00Z,9,Charge 6
2026-03-29T10:50:00Z,7,Charge 6
2026-03-29T10:51:00Z,14,Charge 6
2026-03-29T10:52:00Z,68,Charge 6
2026-03-29T10:53:00Z,37,Charge 6
2026-03-29T10:54:00Z,91,Charge 6
2026-03-29T10:55:00Z,87,Charge 6
2026-03-29T10:56:00Z,32,Charge 6
2026-03-29T10:57:00Z,16,Charge 6
2026-03-29T10:58:00Z,28,Charge 6
2026-03-29T10:59:00Z,1,Charge 6
2026-03-29T11:01:00Z,21,Charge 6
2026-03-29T11:02:00Z,32,Charge 6
2026-03-29T11:03:00Z,44,Charge 6
2026-03-29T11:04:00Z,55,Charge 6
2026-03-29T11:05:00Z,54,Charge 6
2026-03-29T11:06:00Z,67,Charge 6
2026-03-29T11:07:00Z,68,Charge 6
2026-03-29T11:08:00Z,82,Charge 6
2026-03-29T11:09:00Z,82,Charge 6
2026-03-29T11:10:00Z,57,Charge 6
2026-03-29T11:15:00Z,8,Charge 6
2026-03-29T11:17:00Z,38,Charge 6
2026-03-29T11:18:00Z,59,Charge 6
2026-03-29T11:19:00Z,111,Charge 6
2026-03-29T11:20:00Z,72,Charge 6
2026-03-29T11:22:00Z,9,Charge 6
2026-03-29T11:23:00Z,41,Charge 6
2026-03-29T11:24:00Z,27,Charge 6
2026-03-29T11:41:00Z,12,Charge 6
2026-03-29T11:54:00Z,8,Charge 6
2026-03-29T12:05:00Z,34,Charge 6
2026-03-29T12:06:00Z,23,Charge 6
2026-03-29T12:07:00Z,35,Charge 6
2026-03-29T12:09:00Z,44,Charge 6
2026-03-29T12:10:00Z,21,Charge 6
2026-03-29T12:23:00Z,6,Charge 6
2026-03-29T12:30:00Z,9,Charge 6
2026-03-29T12:48:00Z,8,Charge 6
2026-03-29T12:49:00Z,2,Charge 6
2026-03-29T12:50:00Z,6,Charge 6
2026-03-29T13:00:00Z,50,Charge 6
2026-03-29T13:01:00Z,79,Charge 6
2026-03-29T13:02:00Z,40,Charge 6
2026-03-29T13:03:00Z,35,Charge 6
2026-03-29T13:04:00Z,95,Charge 6
2026-03-29T13:05:00Z,42,Charge 6
2026-03-29T13:06:00Z,28,Charge 6
2026-03-29T13:07:00Z,73,Charge 6
2026-03-29T13:08:00Z,28,Charge 6
2026-03-29T13:09:00Z,73,Charge 6
2026-03-29T13:10:00Z,8,Charge 6
2026-03-29T13:13:00Z,19,Charge 6
2026-03-29T13:15:00Z,27,Charge 6
2026-03-29T13:17:00Z,25,Charge 6
2026-03-29T13:18:00Z,9,Charge 6
2026-03-29T13:19:00Z,7,Charge 6
2026-03-29T13:20:00Z,38,Charge 6
2026-03-29T13:22:00Z,51,Charge 6
2026-03-29T13:27:00Z,9,Charge 6
2026-03-29T13:29:00Z,43,Charge 6
2026-03-29T13:30:00Z,3,Charge 6
2026-03-29T13:31:00Z,30,Charge 6
2026-03-29T13:32:00Z,81,Charge 6
2026-03-29T13:33:00Z,36,Charge 6
2026-03-29T13:36:00Z,56,Charge 6
2026-03-29T13:37:00Z,49,Charge 6
2026-03-29T13:39:00Z,17,Charge 6
2026-03-29T13:40:00Z,33,Charge 6
2026-03-29T13:41:00Z,26,Charge 6
2026-03-29T13:42:00Z,79,Charge 6
2026-03-29T13:43:00Z,40,Charge 6
2026-03-29T13:44:00Z,21,Charge 6
2026-03-29T13:46:00Z,12,Charge 6
2026-03-29T14:32:00Z,7,Charge 6
2026-03-29T14:37:00Z,52,Charge 6
2026-03-29T14:38:00Z,25,Charge 6
2026-03-29T14:39:00Z,28,Charge 6
2026-03-29T14:40:00Z,15,Charge 6
2026-03-29T14:43:00Z,30,Charge 6
2026-03-29T14:44:00Z,9,Charge 6
2026-03-29T14:45:00Z,22,Charge 6
2026-03-29T14:55:00Z,15,Charge 6
2026-03-29T15:06:00Z,7,Charge 6
2026-03-29T15:09:00Z,17,Charge 6
2026-03-29T15:20:00Z,26,Charge 6
2026-03-29T15:51:00Z,7,Charge 6
2026-03-29T15:52:00Z,41,Charge 6
2026-03-29T15:54:00Z,13,Charge 6
2026-03-29T15:55:00Z,4,Charge 6
2026-03-29T15:58:00Z,4,Charge 6
2026-03-29T16:00:00Z,6,Charge 6
2026-03-29T16:04:00Z,9,Charge 6
2026-03-29T16:05:00Z,1,Charge 6
2026-03-29T16:27:00Z,5,Charge 6
2026-03-29T16:28:00Z,19,Charge 6
2026-03-29T16:44:00Z,7,Charge 6
2026-03-29T16:55:00Z,5,Charge 6
2026-03-29T16:56:00Z,19,Charge 6
2026-03-29T16:57:00Z,25,Charge 6
2026-03-29T16:58:00Z,22,Charge 6
2026-03-29T16:59:00Z,16,Charge 6
2026-03-29T17:00:00Z,12,Charge 6
2026-03-29T17:03:00Z,35,Charge 6
2026-03-29T17:04:00Z,10,Charge 6
2026-03-29T17:06:00Z,12,Charge 6
2026-03-29T17:07:00Z,30,Charge 6
2026-03-29T17:08:00Z,3,Charge 6
2026-03-29T17:10:00Z,10,Charge 6
2026-03-29T17:11:00Z,16,Charge 6
2026-03-29T17:13:00Z,8,Charge 6
2026-03-29T17:14:00Z,9,Charge 6
2026-03-29T17:16:00Z,13,Charge 6
2026-03-29T17:19:00Z,25,Charge 6
2026-03-29T17:20:00Z,10,Charge 6
2026-03-29T17:21:00Z,13,Charge 6
2026-03-29T17:22:00Z,47,Charge 6
2026-03-29T17:24:00Z,34,Charge 6
2026-03-29T17:25:00Z,17,Charge 6
2026-03-29T17:26:00Z,13,Charge 6
2026-03-29T17:27:00Z,10,Charge 6
2026-03-29T17:29:00Z,17,Charge 6
2026-03-29T17:30:00Z,8,Charge 6
2026-03-29T17:31:00Z,19,Charge 6
2026-03-29T17:32:00Z,15,Charge 6
2026-03-29T17:33:00Z,28,Charge 6
2026-03-29T18:36:00Z,11,Charge 6
2026-03-29T18:51:00Z,15,Charge 6
2026-03-29T18:52:00Z,4,Charge 6
2026-03-29T18:53:00Z,30,Charge 6
2026-03-29T19:07:00Z,10,Charge 6
2026-03-29T19:08:00Z,6,Charge 6
2026-03-29T19:12:00Z,16,Charge 6
2026-03-29T19:58:00Z,16,Charge 6
2026-03-29T20:00:00Z,20,Charge 6
2026-03-29T20:02:00Z,15,Charge 6
2026-03-29T20:03:00Z,16,Charge 6
2026-03-29T20:05:00Z,22,Charge 6
2026-03-29T20:19:00Z,20,Charge 6
2026-03-29T20:20:00Z,17,Charge 6
2026-03-29T20:21:00Z,33,Charge 6
2026-03-29T20:22:00Z,9,Charge 6
2026-03-29T20:55:00Z,8,Charge 6
2026-03-29T20:56:00Z,2,Charge 6
2026-03-29T21:44:00Z,6,Charge 6
2026-03-30T02:41:00Z,10,Charge 6
2026-03-30T04:46:00Z,16,Charge 6
2026-03-30T04:52:00Z,6,Charge 6
2026-03-30T04:53:00Z,21,Charge 6
2026-03-30T04:54:00Z,17,Charge 6
2026-03-30T04:58:00Z,17,Charge 6
2026-03-30T04:59:00Z,64,Charge 6
